timestamp,open,high,low,close,volume
2025-12-19 12:20:00,616.78009,617.090027,616.76001,617.01001,683414
2025-12-19 12:25:00,617.030029,617.085022,616.84003,616.96002,230050
2025-12-19 12:30:00,616.96997,616.96997,616.60999,616.69,312742
2025-12-19 12:35:00,616.685,617.053589,616.56,617.039978,182476
2025-12-19 12:40:00,617.039978,617.099976,616.76001,616.82001,142790
2025-12-19 12:45:00,616.83002,617.049988,616.68182,616.92999,11024624
2025-12-19 12:50:00,616.96002,617.31,616.90997,617.27502,298016
2025-12-19 12:55:00,617.27002,617.5,617.01001,617.039978,196281
2025-12-19 13:00:00,617.034973,617.25,616.86499,617.19989,11558249
2025-12-19 13:05:00,617.19,617.38,617.070007,617.13,172331
2025-12-19 13:10:00,617.13,617.32001,617.059998,617.17999,113483
2025-12-19 13:15:00,617.18988,617.32001,617.13562,617.31,97357
2025-12-19 13:20:00,617.31012,617.32001,616.83002,616.83002,137339
2025-12-19 13:25:00,616.83002,617.049988,616.83002,616.97998,347736
2025-12-19 13:30:00,616.98999,617.090027,616.71002,616.79999,136127
2025-12-19 13:35:00,616.78998,616.92499,616.63,616.78998,134161
2025-12-19 13:40:00,616.78003,616.79999,616.28003,616.53198,167340
2025-12-19 13:45:00,616.52002,616.56989,616.31,616.45001,13573576
2025-12-19 13:50:00,616.45001,616.77002,616.37,616.64001,119436
2025-12-19 13:55:00,616.63,616.69,616.42047,616.47998,95263
2025-12-19 14:00:00,616.46997,617.01001,616.46002,616.90002,228869
2025-12-19 14:05:00,616.90997,617.034973,616.77502,616.79999,241934
2025-12-19 14:10:00,616.83002,617.059998,616.78003,616.91998,115984
2025-12-19 14:15:00,616.92578,617.01001,616.77002,616.96997,91297
2025-12-19 14:20:00,616.96503,617.19,616.94202,617.17999,726210
2025-12-19 14:25:00,617.17499,617.23999,617.070007,617.13,305658
2025-12-19 14:30:00,617.10498,617.26001,616.96997,617.17987,134162
2025-12-19 14:35:00,617.17999,617.29999,617.099976,617.13013,89490
2025-12-19 14:40:00,617.14001,617.28003,616.99359,617.20001,446355
2025-12-19 14:45:00,617.21002,617.39001,617.065125,617.17999,142309
2025-12-19 14:50:00,617.19,617.20001,616.91998,617.090027,131121
2025-12-19 14:55:00,617.080017,617.25641,616.87097,616.90002,152533
2025-12-19 15:00:00,616.89001,617.21503,616.85999,616.96997,167644
2025-12-19 15:05:00,616.97998,617.14001,616.96997,616.97998,166510
2025-12-19 15:10:00,616.98999,617.17999,616.90009,617.044983,410605
2025-12-19 15:15:00,617.044983,617.12,616.90997,617.059998,16082809
2025-12-19 15:20:00,617.059998,617.35498,617.0,617.25,186354
2025-12-19 15:25:00,617.23999,617.33002,617.16998,617.23999,237832
2025-12-19 15:30:00,617.21997,617.29999,616.97498,617.12,193679
2025-12-19 15:35:00,617.12,617.19,616.83002,616.97998,16693684
2025-12-19 15:40:00,616.96997,617.099976,616.44,616.72998,16756436
2025-12-19 15:45:00,616.73499,617.049988,616.659,616.84399,748721
2025-12-19 15:50:00,616.84003,617.47998,616.5,617.21997,922379
2025-12-19 15:55:00,617.21997,617.37,616.34998,617.23999,2633800
2025-12-22 09:30:00,621.38,621.65002,619.63,619.63,1786520
2025-12-22 09:35:00,619.52,620.03,618.97998,619.33,573549
2025-12-22 09:40:00,619.45,619.89,618.7525,619.27002,4867854
2025-12-22 09:45:00,619.26001,620.23999,619.099976,619.88,378320
2025-12-22 09:50:00,619.87,620.73999,619.65002,620.64001,426071
2025-12-22 09:55:00,620.65997,620.83002,620.38,620.58002,364258
2025-12-22 10:00:00,620.57001,620.73999,619.58002,619.59003,473104
2025-12-22 10:05:00,619.59998,620.049988,619.36499,619.58441,3825669
2025-12-22 10:10:00,619.59998,619.67999,618.89001,618.90997,427682
2025-12-22 10:15:00,618.91998,619.53998,618.84131,619.40997,669460
2025-12-22 10:20:00,619.41998,619.82001,619.085022,619.52002,336603
2025-12-22 10:25:00,619.51001,619.73999,619.12,619.17999,275305
2025-12-22 10:30:00,619.19,619.39001,618.71997,618.81012,361368
2025-12-22 10:35:00,618.83002,618.84003,617.77002,618.25,578052
2025-12-22 10:40:00,618.23999,618.98999,618.089905,618.91998,339454
2025-12-22 10:45:00,618.90997,619.16498,618.73999,618.84998,259514
2025-12-22 10:50:00,618.84723,619.070007,618.51001,619.0,493704
2025-12-22 10:55:00,619.010681,619.28998,618.83002,618.85791,5712439
2025-12-22 11:00:00,618.85999,619.13,618.815,618.96997,312125
2025-12-22 11:05:00,618.96503,619.28668,618.90002,619.22998,328814
2025-12-22 11:10:00,619.26001,619.60999,619.15302,619.59991,519973
2025-12-22 11:15:00,619.59003,619.89502,619.51001,619.78998,288791
2025-12-22 11:20:00,619.78998,619.94,619.65002,619.75,240502
2025-12-22 11:25:00,619.75,619.84003,619.62,619.73999,241957
2025-12-22 11:30:00,619.73999,619.73999,619.27002,619.32001,271466
2025-12-22 11:35:00,619.32001,619.5799,619.29999,619.36499,215798
2025-12-22 11:40:00,619.3501,619.64001,619.21997,619.21997,188645
2025-12-22 11:45:00,619.21997,619.48999,619.21002,619.40002,138157
2025-12-22 11:50:00,619.41998,619.65997,619.41992,619.61438,154298
2025-12-22 11:55:00,619.60999,619.81,619.54999,619.81,152349
2025-12-22 12:00:00,619.82001,619.90002,619.54999,619.65002,181161
2025-12-22 12:05:00,619.65997,619.70001,619.35999,619.37,166995
2025-12-22 12:10:00,619.38,619.57001,619.34003,619.435,163174
2025-12-22 12:15:00,619.435,619.6601,619.40997,619.65997,383371
2025-12-22 12:20:00,619.65997,619.70502,619.44,619.49988,199200
2025-12-22 12:25:00,619.5,619.54999,619.34998,619.42999,145698
2025-12-22 12:30:00,619.42999,619.53003,619.28003,619.34003,127695
2025-12-22 12:35:00,619.34003,619.48999,619.33002,619.39001,92624
2025-12-22 12:40:00,619.39502,619.46002,619.19501,619.29498,171519
2025-12-22 12:45:00,619.29999,619.39001,619.13,619.28998,402003
2025-12-22 12:50:00,619.28998,619.89001,619.26501,619.81,182438
2025-12-22 12:55:00,619.80499,620.070007,619.78998,619.95502,172674
2025-12-22 13:00:00,619.94,619.96997,619.71997,619.73499,106819
2025-12-22 13:05:00,619.72998,619.72998,619.40002,619.41998,12066575
2025-12-22 13:10:00,619.41998,619.51562,619.21997,619.22998,201671
2025-12-22 13:15:00,619.23499,619.28003,618.96997,619.185,261140
2025-12-22 13:20:00,619.16998,619.21997,619.01001,619.039978,12750142
2025-12-22 13:25:00,619.039978,619.21997,618.82001,619.17999,13050838
2025-12-22 13:30:00,619.17999,619.33002,619.13031,619.14001,152185
2025-12-22 13:35:00,619.13,619.23499,619.039978,619.23499,124849
2025-12-22 13:40:00,619.22998,619.4375,619.16998,619.35999,13646766
2025-12-22 13:45:00,619.34998,619.41992,619.21002,619.27502,320588
2025-12-22 13:50:00,619.27991,619.29999,618.94,618.96997,145485
2025-12-22 13:55:00,618.96002,619.27002,618.96002,619.17999,339944
2025-12-22 14:00:00,619.17999,619.23999,619.020508,619.085815,132736
2025-12-22 14:05:00,619.080017,619.15002,618.90997,619.049927,148096
2025-12-22 14:10:00,619.049988,619.080017,618.8623,619.01001,140168
2025-12-22 14:15:00,619.01001,619.15997,618.91998,619.10999,167841
2025-12-22 14:20:00,619.10999,619.31,619.030029,619.23999,169351
2025-12-22 14:25:00,619.22992,619.44,619.22992,619.40002,133181
2025-12-22 14:30:00,619.39502,619.71002,619.3924,619.56,202573
2025-12-22 14:35:00,619.56,619.685,619.53003,619.58002,137860
2025-12-22 14:40:00,619.58002,619.59998,619.34998,619.3808,154251
2025-12-22 14:45:00,619.39001,619.51001,619.23999,619.27008,153465
2025-12-22 14:50:00,619.27002,619.40009,619.20001,619.21991,101262
2025-12-22 14:55:00,619.21997,619.27002,619.14502,619.19,161758
2025-12-22 15:00:00,619.19,619.27002,619.14001,619.19,15927417
2025-12-22 15:05:00,619.19,619.22998,619.01001,619.030029,151666
2025-12-22 15:10:00,619.02002,619.16992,618.98639,618.98639,153080
2025-12-22 15:15:00,618.98999,619.27002,618.92999,619.21997,197080
2025-12-22 15:20:00,619.21997,619.27002,619.059998,619.17999,173832
2025-12-22 15:25:00,619.17999,619.20502,619.049988,619.13,138154
2025-12-22 15:30:00,619.12,619.32001,619.072876,619.31,257797
2025-12-22 15:35:00,619.32001,619.39502,619.21002,619.22998,344448
2025-12-22 15:40:00,619.23499,619.34003,619.20001,619.24988,158358
2025-12-22 15:45:00,619.25,619.29498,619.085022,619.20001,399657
2025-12-22 15:50:00,619.19,619.44,618.96002,619.41998,665217
